C100024,Logic ICs,Buffers / Drivers,SN74LV1T34DBVR,SOT-23-5,5,Texas Instruments,Extended,74LV 1 Buffers，Non-OppositeSide 1 SOT-23-5 Buffers / Drivers ROHS,https://datasheet.lcsc.com/lcsc/1810301441_Texas-Instruments-SN74LV1T34DBVR_C100024.pdf,1-9:0.205511811,10-29:0.166409449,30-99:0.138110236,100-499:0.114645669,500-999:0.110708661,1000-:0.108661417,29060,
C100027,Logic ICs,Registers,MC74HC595ADTR2G,HTSSOP-16_EP_4.4x5.0x0.65P,16,onsemi,Extended,74HC Shift Register TSSOP-16 Registers ROHS,https://datasheet.lcsc.com/lcsc/1809171511_onsemi-MC74HC595ADTR2G_C100027.pdf,1-9:0.340472441,10-29:0.282519685,30-99:0.240472441,100-499:0.205669291,500-999:0.199842520,1000-1999:0.196850394,2000-3999:0.194645669,4000-:0.193228346,3597,
C100035,Logic ICs,Inverters,MC14106BDR2G,SOIC-14_3.9x8.7x1.27P,14,onsemi,Extended,SOIC-14_150mil Inverters ROHS,https://datasheet.lcsc.com/lcsc/1811081932_onsemi-MC14106BDR2G_C100035.pdf,1-9:0.492913386,10-29:0.400000000,30-99:0.332283465,100-499:0.277165354,500-999:0.267716535,1000-1999:0.262992126,2000-3999:0.259842520,4000-:0.256692913,3583,
C10090,Logic ICs,Gates,SN74HC00DR,SOIC-14_3.9x8.7x1.27P,14,Texas Instruments,Extended,74HC 2μA 2V ~ 6V 4 与Non-门 2 SOIC-14_150mil Gates ROHS,https://datasheet.lcsc.com/lcsc/1811011015_Texas-Instruments-SN74HC00DR_C10090.pdf,1-9:0.357480315,10-29:0.288188976,30-99:0.239370079,100-499:0.198425197,500-999:0.192125984,1000-1999:0.188976378,2000-3999:0.185826772,4000-:0.184251969,0,
C10091,Logic ICs,Registers,SN74LS164DR,SOIC-14_3.9x8.7x1.27P,14,Texas Instruments,Extended,74LS Shift Register SOIC-14_150mil Registers ROHS,https://datasheet.lcsc.com/lcsc/1809191928_Texas-Instruments-SN74LS164DR_C10091.pdf,1-9:0.771653543,10-29:0.664566929,30-99:0.588976378,100-499:0.524409449,500-999:0.514960630,1000-1999:0.508661417,2000-3999:0.505511811,4000-:0.502362205,0,
C10092,Logic ICs,Registers,SN74HC595DR,SOIC-16_3.9x9.9x1.27P,16,Texas Instruments,Extended,74HC Shift Register SOIC-16_150mil Registers ROHS,https://datasheet.lcsc.com/lcsc/1809192316_Texas-Instruments-SN74HC595DR_C10092.pdf,1-9:0.303622047,10-29:0.245196850,30-99:0.202834646,100-499:0.167952756,500-999:0.162000000,1000-:0.159070866,14753,
C10093,Logic ICs,Receivers & Transceivers,SN74HC245DWR,SOIC-20_7.5x12.8x1.27P,20,Texas Instruments,Extended,SOIC-20_300mil Receivers & Transceivers ROHS,https://datasheet.lcsc.com/lcsc/1811141412_Texas-Instruments-SN74HC245DWR_C10093.pdf,1-9:0.382677165,10-29:0.310236220,30-99:0.256692913,100-499:0.214173228,500-999:0.206299213,1000-1999:0.203149606,2000-3999:0.200000000,4000-:0.198425197,15297,
C10094,Logic ICs,Buffers / Drivers,SN74HC244NSR,SOIC-20_5.3x10.3x1.27P,20,Texas Instruments,Extended,74HC 4 Buffers，Non-OppositeSide 2 SOP-20_208mil Buffers / Drivers ROHS,https://datasheet.lcsc.com/lcsc/1808272035_Texas-Instruments-SN74HC244NSR_C10094.pdf,1-9:0.377952756,10-29:0.305511811,30-99:0.253543307,100-499:0.209448819,500-999:0.203149606,1000-:0.198425197,10232,
C10096,Logic ICs,Gates,SN74LVC1G32DBVR,SOT-23-5,5,Texas Instruments,Extended,74LVC 10μA 1.65V ~ 5.5V 1 ORGate 2 SOT-23-5 Gates ROHS,https://datasheet.lcsc.com/lcsc/1809251716_Texas-Instruments-SN74LVC1G32DBVR_C10096.pdf,5-45:0.070393701,50-145:0.056535433,150-495:0.046614173,500-2495:0.038267717,2500-4995:0.036850394,5000-:0.036220472,35677,
C10097,Logic ICs,Flip Flops,SN74HC574DWR,SOIC-20_7.5x12.8x1.27P,20,Texas Instruments,Extended,Tri-State,Non-Inverted 74HC D Type SOIC-20_300mil Flip Flops ROHS,https://datasheet.lcsc.com/lcsc/1810010118_Texas-Instruments-SN74HC574DWR_C10097.pdf,1-9:0.431496063,10-29:0.360629921,30-99:0.308661417,100-499:0.264566929,500-999:0.258267717,1000-1999:0.253543307,2000-3999:0.251968504,4000-:0.248818898,1174,
C1018714,Logic ICs,Latches,5962-9221701MRA,CDIP-20,20,RENESAS,Extended,CDIP-20 Latches ROHS,https://datasheet.lcsc.com/lcsc/2107280540_RENESAS-5962-9221701MRA_C1018714.pdf,1000-:5.111811024,200-499:5.393700787,30-199:13.938582677,1-9:13.938582677,500-999:5.204724409,10-29:13.938582677,0,
C1018743,Logic ICs,Buffers / Drivers,5962-9221401M2A,PLCC-20,20,RENESAS,Extended,LCC-20(8.89x8.89) Buffers / Drivers ROHS,https://datasheet.lcsc.com/lcsc/2104262135_RENESAS-5962-9221401M2A_C1018743.pdf,1000-:6.133858268,200-499:6.472440945,30-199:16.725984252,1-9:16.725984252,500-999:6.245669291,10-29:16.725984252,0,
