C133775,Memory,EEPROM,M95512-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V SPI 512Kb (64K x 8) SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810130915_STMicroelectronics-M95512-RMN6TP_C133775.pdf,1-9:0.847244094,10-29:0.699212598,30-99:0.590551181,100-499:0.502362205,1000-:0.478740157,500-999:0.486614173,0,
C1348729,Memory,NOR FLASH,MT25QL02GCBB8E12-0SIT,T-PBGA-24,24,Micron Tech,Extended,TPBGA-24 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2201141930_Micron-Tech-MT25QL02GCBB8E12-0SIT_C1348729.pdf,1-9:22.891338583,10-29:22.891338583,32-33:22.308661417,34-35:22.308661417,36-:22.308661417,30-31:22.308661417,0,
C1348732,Memory,EEPROM,24LC04B-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2112072030_Microchip-Tech-24LC04B-I-SN_C1348732.pdf,1000-:0.203149606,30-99:0.250393701,1-9:0.359055118,500-999:0.206299213,100-499:0.212598425,10-29:0.296062992,0,
C1348742,Memory,EEPROM,24LC1025-E/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2107281430_Microchip-Tech-24LC1025-E-SN_C1348742.pdf,1000-:1.825196850,30-99:1.941732283,1-9:2.316535433,500-999:1.856692913,100-499:1.883464567,10-29:2.000000000,0,
C1348752,Memory,EEPROM,AT28C256-15PU,PDIP-28,28,Microchip Tech,Extended,PDIP-28 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110220930_Microchip-Tech-AT28C256-15PU_C1348752.pdf,30-31:14.478740157,32-33:14.478740157,1-9:14.866141732,34-35:14.478740157,36-:14.478740157,10-29:14.866141732,0,
C1348755,Memory,EEPROM,25LC1024-E/SM,SOIJ-8,8,Microchip Tech,Extended,SOIJ-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-25LC1024-E-SM_C1348755.pdf,1-9:9.310236220,10-29:7.727559055,30-99:6.579527559,500-999:5.470866142,100-499:5.633070866,1000-:5.392125984,0,
C1348777,Memory,EEPROM,24LC1025-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24LC1025-I-SN_C1348777.pdf,1-9:4.836220472,10-29:4.233070866,30-99:4.122834646,100-499:4.011023622,500-999:3.962204724,1000-:3.900787402,0,
C1348780,Memory,EEPROM,AT25M02-SSHM-B,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2105101337_Microchip-Tech-AT25M02-SSHM-B_C1348780.pdf,1000-:3.122834646,30-99:3.831496063,1-9:5.458267717,500-999:3.170078740,100-499:3.266141732,10-29:4.514960630,1522,
C1348797,Memory,EEPROM,25AA256-I/ST,TSSOP-8,8,Microchip Tech,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110220930_Microchip-Tech-25AA256-I-ST_C1348797.pdf,1000-:0.951181102,30-99:1.171653543,1-9:1.675590551,500-999:0.966929134,100-499:0.996850394,10-29:1.382677165,0,
C1348804,Memory,EEPROM,93LC46B/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110220930_Microchip-Tech-93LC46B-SN_C1348804.pdf,1000-:0.311811024,30-99:0.382677165,1-9:0.546456693,500-999:0.316535433,100-499:0.325984252,10-29:0.450393701,76,
C1348805,Memory,SRAM,IS62C256AL-45ULI,SOP-28,28,ISSI(Integrated Silicon Solution),Extended,SOP-28 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2110210930_ISSI-Integrated-Silicon-Solution-IS62C256AL-45ULI_C1348805.pdf,1000-:0.585826772,30-99:0.740157480,100-499:0.615748031,1-9:1.094488189,500-999:0.595275591,10-29:0.888188976,0,
C1348810,Memory,SRAM,IS66WV51216EBLL-55TLI,TSOP-44_10.16X18.41X0.8P,44,ISSI(Integrated Silicon Solution),Extended,TSOP-II SRAM ROHS,https://datasheet.lcsc.com/lcsc/2201141930_ISSI-Integrated-Silicon-Solution-IS66WV51216EBLL-55TLI_C1348810.pdf,10-29:3.532283465,1000-:1.296062992,500-999:1.319685039,1-9:3.532283465,30-199:3.532283465,200-499:1.366929134,0,
C1348819,Memory,SDRAM,IS42S16320F-7TLI,TSOP-54,54,ISSI(Integrated Silicon Solution),Extended,TSOPII-54 SDRAM ROHS,https://datasheet.lcsc.com/lcsc/2105101337_ISSI-Integrated-Silicon-Solution-IS42S16320F-7TLI_C1348819.pdf,1000-:8.546456693,30-99:10.737007874,1-9:15.773228346,500-999:8.694488189,100-499:8.992125984,10-29:12.853543307,0,
C1348868,Memory,NOR FLASH,IS25WP016D-JKLE,WSON-8,9,ISSI(Integrated Silicon Solution),Extended,WSON-8(6x5) NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2105101339_ISSI-Integrated-Silicon-Solution-IS25WP016D-JKLE_C1348868.pdf,1000-:0.366929134,30-99:0.453543307,1-9:0.650393701,500-999:0.373228346,100-499:0.385826772,10-29:0.537007874,0,
C1348870,Memory,EEPROM,24LC02B-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24LC02B-I-SN_C1348870.pdf,1-9:0.450393701,10-29:0.371653543,30-99:0.314960630,100-499:0.269291339,500-999:0.261417323,1000-:0.256692913,2,
C1348903,Memory,SRAM,IS62WV51216EBLL-45TLI,TSOPII-44,44,ISSI(Integrated Silicon Solution),Extended,TSOP-44 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2110111930_ISSI-Integrated-Silicon-Solution-IS62WV51216EBLL-45TLI_C1348903.pdf,1000-:2.292913386,200-499:2.418897638,30-199:6.250393701,1-9:6.250393701,500-999:2.333858268,10-29:6.250393701,0,
C1348910,Memory,FRAM,FM25L04B-DG,DFN-8,9,SPANSION,Extended,TDFN-8(4x4.5) FRAM ROHS,https://datasheet.lcsc.com/lcsc/2111242130_SPANSION-FM25L04B-DG_C1348910.pdf,1000-:0.919685039,30-99:1.155905512,1-9:1.697637795,500-999:0.935433071,100-499:0.966929134,10-29:1.382677165,0,
C1348914,Memory,EEPROM,CAT25256YI-G,TSSOP-8,8,onsemi,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2105101407_onsemi-CAT25256YI-G_C1348914.pdf,1000-:0.503937008,200-499:0.532283465,30-199:1.373228346,1-9:1.373228346,500-999:0.513385827,10-29:1.373228346,0,
C1348915,Memory,EEPROM,24LC128-I/ST,TSSOP-8,8,Microchip Tech,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2111242130_Microchip-Tech-24LC128-I-ST_C1348915.pdf,1-9:0.823622047,10-29:0.681889764,30-99:0.579527559,100-499:0.494488189,500-999:0.480314961,1000-:0.472440945,0,
C1348921,Memory,EEPROM,AT24C64BN-10SU-2.7,SOP-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2111242130_Microchip-Tech-AT24C64BN-10SU-2-7_C1348921.pdf,1000-:0.880314961,30-99:1.081889764,1-9:1.546456693,500-999:0.894488189,100-499:0.921259843,10-29:1.277165354,9,
C1348983,Memory,EEPROM,24LC64-E/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24LC64-E-SN_C1348983.pdf,1-9:1.196850394,10-29:0.990551181,30-99:0.840944882,100-499:0.718110236,500-999:0.696062992,1000-:0.686614173,0,
C1348987,Memory,EEPROM,24LC512-E/SM,SOIJ-8,8,Microchip Tech,Extended,SOIJ-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2201141930_Microchip-Tech-24LC512-E-SM_C1348987.pdf,1000-:2.007874016,30-99:2.133858268,1-9:2.546456693,500-999:2.042519685,100-499:2.070866142,10-29:2.198425197,90,
C1348990,Memory,EEPROM,24LC512-E/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24LC512-E-SN_C1348990.pdf,500-999:1.870866142,1000-:1.840944882,1-9:3.240944882,10-29:2.675590551,30-99:2.266141732,100-499:1.927559055,0,
C1348994,Memory,SRAM,23LC512-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2201141930_Microchip-Tech-23LC512-I-SN_C1348994.pdf,1000-:2.048818898,30-99:2.519685039,1-9:3.604724409,500-999:2.080314961,100-499:2.144881890,10-29:2.976377953,2,
C1349003,Memory,EEPROM,25LC040A-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-25LC040A-I-SN_C1349003.pdf,1-9:0.634645669,10-29:0.525984252,30-99:0.447244094,100-499:0.382677165,500-999:0.371653543,1000-:0.365354331,0,
C1349006,Memory,EEPROM,24AA64-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24AA64-I-SN_C1349006.pdf,1-9:0.557480315,10-29:0.461417323,30-99:0.390551181,100-499:0.333858268,500-999:0.322834646,1000-:0.318110236,0,
C1349062,Memory,SRAM,AS6C62256A-70PCN,PDIP-28,28,Alliance Memory,Extended,PDIP-28 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2103031806_Alliance-Memory-AS6C62256A-70PCN_C1349062.pdf,1000-:1.370078740,30-99:1.722834646,1-9:2.535433071,500-999:1.393700787,100-499:1.442519685,10-29:2.064566929,0,
C1349074,Memory,EEPROM,24LC64-I/MS,MSOP-8,8,Microchip Tech,Extended,MSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-24LC64-I-MS_C1349074.pdf,1-9:0.634645669,10-29:0.524409449,100-499:0.379527559,1000-:0.362204724,500-999:0.368503937,30-99:0.444094488,0,
C1349134,Memory,SRAM,IS61WV204816BLL-10TLI,TSOP-48,48,ISSI(Integrated Silicon Solution),Extended,TSOP-48 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2103161707_ISSI-Integrated-Silicon-Solution-IS61WV204816BLL-10TLI_C1349134.pdf,1-9:44.234645669,10-29:36.738582677,30-99:31.303937008,500-999:26.056692913,100-499:26.822047244,1000-:25.678740157,4,
C1349135,Memory,SRAM,23LC1024-I/P,PDIP-8,8,Microchip Tech,Extended,PDIP-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-23LC1024-I-P_C1349135.pdf,30-99:2.963779528,1-9:3.477165354,10-29:3.042519685,100-499:2.883464567,1000-:2.804724409,500-999:2.848818898,1,
C1349136,Memory,SRAM,23LC1024-E/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-23LC1024-E-SN_C1349136.pdf,1-9:3.470866142,10-29:3.037795276,30-99:2.957480315,100-499:2.878740157,500-999:2.842519685,1000-:2.800000000,0,
C1349146,Memory,EEPROM,25LC512-I/P,PDIP-8,8,Microchip Tech,Extended,PDIP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-25LC512-I-P_C1349146.pdf,500-999:1.152755906,30-99:1.396850394,1-9:1.998425197,10-29:1.650393701,100-499:1.188976378,1000-:1.135433071,0,
C1349151,Memory,SRAM,IS61LV6416-10TL,TSOPII-44,44,ISSI(Integrated Silicon Solution),Extended,TSOPII-44 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2105101345_ISSI-Integrated-Silicon-Solution-IS61LV6416-10TL_C1349151.pdf,1-9:1.546456693,100-499:0.870866142,30-99:1.045669291,1000-:0.826771654,500-999:0.840944882,10-29:1.256692913,0,
C1349162,Memory,NOR FLASH,IS25WP128-JBLE,SOIC-8,8,ISSI(Integrated Silicon Solution),Extended,SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2102021607_ISSI-Integrated-Silicon-Solution-IS25WP128-JBLE_C1349162.pdf,1000-:1.086614173,30-99:1.366929134,1-9:2.011023622,500-999:1.105511811,100-499:1.143307087,10-29:1.637795276,0,
C1349166,Memory,EEPROM,24AA512-I/MF,DFN-8,9,Microchip Tech,Extended,DFN-8-S(6x5) EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104091805_Microchip-Tech-24AA512-I-MF_C1349166.pdf,1-9:2.576377953,30-99:1.801574803,1000-:1.464566929,10-29:2.127559055,100-499:1.532283465,500-999:1.486614173,100,
C1349184,Memory,EEPROM,DS2431P-A1+,TSOC-6,6,Maxim Integrated,Extended,TSOC-6 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2103121415_Maxim-Integrated-DS2431P-A1-_C1349184.pdf,1000-:1.225196850,30-99:1.541732283,1-9:2.267716535,500-999:1.245669291,100-499:1.289763780,10-29:1.847244094,0,
C1349231,Memory,NAND FLASH,IS34ML01G081-TLI,TSOP-48,48,ISSI(Integrated Silicon Solution),Extended,TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/2102021607_ISSI-Integrated-Silicon-Solution-IS34ML01G081-TLI_C1349231.pdf,500-999:1.566929134,1000-:1.541732283,1-9:2.743307087,10-29:2.258267717,30-99:1.905511811,100-499:1.615748031,0,
C1349244,Memory,EEPROM,24LC04B/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2112072030_Microchip-Tech-24LC04B-SN_C1349244.pdf,1000-:0.420472441,30-99:0.519685039,1-9:0.746456693,500-999:0.428346457,100-499:0.440944882,10-29:0.615748031,0,
C1349249,Memory,EEPROM,24LC65-I/SM,SOIJ-8,8,Microchip Tech,Extended,SOIJ-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2105101407_Microchip-Tech-24LC65-I-SM_C1349249.pdf,1000-:1.530708661,30-99:1.881889764,1-9:2.692913386,500-999:1.554330709,100-499:1.601574803,10-29:2.222047244,2,
C1349284,Memory,SDRAM,IS42S32800J-7BL,BGA-90,90,ISSI(Integrated Silicon Solution),Extended,TFBGA-90(8x13) SDRAM ROHS,https://datasheet.lcsc.com/lcsc/2112072030_ISSI-Integrated-Silicon-Solution-IS42S32800J-7BL_C1349284.pdf,10-29:5.930708661,30-99:5.004724409,500-999:4.111811024,100-499:4.240944882,1000-:4.047244094,1-9:7.207874016,1900,
C1349305,Memory,FRAM,FM25V01A-G,SOIC-8,8,SPANSION,Extended,SOIC-8 FRAM ROHS,https://datasheet.lcsc.com/lcsc/2104191605_SPANSION-FM25V01A-G_C1349305.pdf,1000-:2.423622047,30-99:2.577952756,1-9:3.075590551,500-999:2.466141732,100-499:2.500787402,10-29:2.655118110,0,
C1349317,Memory,SRAM,23A1024-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-23A1024-I-SN_C1349317.pdf,1000-:1.251968504,200-499:1.321259843,30-199:3.414173228,1-9:3.414173228,500-999:1.275590551,10-29:3.414173228,0,
C1349383,Memory,EEPROM,24LC16B-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2112070730_Microchip-Tech-24LC16B-I-SN_C1349383.pdf,1-9:0.762204724,10-29:0.628346457,30-99:0.530708661,100-499:0.450393701,500-999:0.437795276,1000-:0.429921260,0,
C1349387,Memory,EEPROM,CAT24C08YI-G,TSSOP-8,8,onsemi,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C08YI-G_C1349387.pdf,1000-:0.108346457,200-499:0.114330709,30-199:0.295275591,1-9:0.295275591,500-999:0.110236220,10-29:0.295275591,0,
C1349394,Memory,EEPROM,11AA02UID-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11AA02UID-I-SN_C1349394.pdf,1000-:0.207874016,200-499:0.218897638,30-199:0.563779528,1-9:0.563779528,500-999:0.211023622,10-29:0.563779528,0,
C1349405,Memory,EEPROM,24LC16B/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2112070730_Microchip-Tech-24LC16B-SN_C1349405.pdf,1-9:0.382677165,10-29:0.316535433,30-99:0.269291339,100-499:0.231496063,500-999:0.223622047,1000-:0.220472441,0,
C1349411,Memory,EEPROM,CAT24C04WI-G,SOP-8,8,onsemi,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C04WI-G_C1349411.pdf,1000-:0.153700787,200-499:0.162141732,30-199:0.419055118,1-9:0.419055118,500-999:0.156377953,10-29:0.419055118,0,
C1349421,Memory,SRAM,23LC1024-E/ST,TSSOP-8,8,Microchip Tech,Extended,TSSOP-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-23LC1024-E-ST_C1349421.pdf,1000-:1.316535433,200-499:1.390551181,30-199:3.590551181,1-9:3.590551181,500-999:1.341732283,10-29:3.590551181,0,
C1349429,Memory,EEPROM,11AA020-I/P,PDIP-8,8,Microchip Tech,Extended,PDIP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11AA020-I-P_C1349429.pdf,1000-:0.167779528,200-499:0.177007874,30-199:0.457637795,1-9:0.457637795,500-999:0.170850394,10-29:0.457637795,0,
C1349431,Memory,EEPROM,M24M01-RMN6P,SOP-8,8,STMicroelectronics,Extended,SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104201604_STMicroelectronics-M24M01-RMN6P_C1349431.pdf,1000-:0.650393701,30-99:0.817322835,1-9:1.201574803,500-999:0.661417323,100-499:0.685039370,10-29:0.977952756,0,
C1349488,Memory,EEPROM,CAT25010VI-G,SOP-8,8,onsemi,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2105101411_onsemi-CAT25010VI-G_C1349488.pdf,1000-:0.122992126,200-499:0.129763780,30-199:0.335275591,1-9:0.335275591,500-999:0.125196850,10-29:0.335275591,0,
C1349490,Memory,EEPROM,11LC020-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11LC020-I-SN_C1349490.pdf,1000-:0.135590551,200-499:0.142992126,30-199:0.369606299,1-9:0.369606299,500-999:0.137952756,10-29:0.369606299,0,
C1349497,Memory,EEPROM,24LC16B-I/P,PDIP-8,8,Microchip Tech,Extended,PDIP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2112070730_Microchip-Tech-24LC16B-I-P_C1349497.pdf,500-999:0.491338583,10-29:0.699212598,100-499:0.505511811,1000-:0.483464567,1-9:0.847244094,30-99:0.593700787,36,
C1349510,Memory,EEPROM,CAT24C256YI-G,TSSOP-8,8,onsemi,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C256YI-G_C1349510.pdf,1000-:0.341732283,200-499:0.360629921,30-199:0.930708661,1-9:0.930708661,500-999:0.348031496,10-29:0.930708661,0,
C1349542,Memory,EEPROM,CAT24C32WI-G,SOIC-8,8,onsemi,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C32WI-G_C1349542.pdf,1000-:0.206299213,200-499:0.218897638,30-199:0.562204724,1-9:0.562204724,500-999:0.211023622,10-29:0.562204724,0,
C1349603,Memory,eMMC,IS21ES04G-JCLI,VFBGA-153,153,ISSI(Integrated Silicon Solution),Extended,VFBGA-153(11.5x13) eMMC ROHS,https://datasheet.lcsc.com/lcsc/2102021608_ISSI-Integrated-Silicon-Solution-IS21ES04G-JCLI_C1349603.pdf,500-999:7.485039370,1000-:7.373228346,1-9:12.866141732,10-29:10.647244094,30-99:9.039370079,100-499:7.711811024,0,
C1349678,Memory,NOR FLASH,IS25WP016D-JNLE,SOIC-8,8,ISSI(Integrated Silicon Solution),Extended,SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2105101412_ISSI-Integrated-Silicon-Solution-IS25WP016D-JNLE_C1349678.pdf,1000-:0.445669291,30-99:0.560629921,1-9:0.822047244,500-999:0.453543307,100-499:0.469291339,10-29:0.669291339,0,
C1349691,Memory,EEPROM,M24512-RMN6P,SOP-8,8,STMicroelectronics,Extended,SO-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2201141930_STMicroelectronics-M24512-RMN6P_C1349691.pdf,1000-:0.428346457,30-99:0.529133858,1-9:0.759055118,500-999:0.436220472,100-499:0.448818898,10-29:0.626771654,2,
C1349800,Memory,EEPROM,24AA256UID-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2109101130_Microchip-Tech-24AA256UID-I-SN_C1349800.pdf,1000-:1.322834646,30-99:1.634645669,1-9:2.352755906,100-499:1.385826772,500-999:1.343307087,10-29:1.935433071,0,
C1349811,Memory,EEPROM,11AA080-I/TO,TO-92-3,3,Microchip Tech,Extended,TO-92-3 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11AA080-I-TO_C1349811.pdf,1000-:0.167779528,200-499:0.177007874,30-199:0.457637795,1-9:0.457637795,500-999:0.170850394,10-29:0.457637795,0,
C1349820,Memory,NOR FLASH,IS25LQ512B-JNLE,SOIC-8,8,ISSI(Integrated Silicon Solution),Extended,SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2102021608_ISSI-Integrated-Silicon-Solution-IS25LQ512B-JNLE_C1349820.pdf,100-499:0.209291339,500-999:0.203149606,1000-:0.200157480,1-9:0.348976378,10-29:0.288818898,30-99:0.245196850,0,
C1349838,Memory,EEPROM,11LC010-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11LC010-I-SN_C1349838.pdf,1000-:0.122677165,200-499:0.129448819,30-199:0.334330709,1-9:0.334330709,500-999:0.124881890,10-29:0.334330709,0,
C1349844,Memory,SDRAM,IS42S16100H-7TLI,TSOP-50,50,ISSI(Integrated Silicon Solution),Extended,TSOP-50 SDRAM ROHS,https://datasheet.lcsc.com/lcsc/2105101414_ISSI-Integrated-Silicon-Solution-IS42S16100H-7TLI_C1349844.pdf,1000-:0.537007874,30-99:0.678740157,1-9:1.003149606,500-999:0.546456693,100-499:0.565354331,10-29:0.814173228,0,
C1349851,Memory,EEPROM,AT93C56B-SSHM-B,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2109182230_Microchip-Tech-AT93C56B-SSHM-B_C1349851.pdf,1000-:0.366929134,30-99:0.453543307,1-9:0.650393701,500-999:0.373228346,100-499:0.384251969,10-29:0.535433071,0,
C1349854,Memory,EEPROM,11AA010-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11AA010-I-SN_C1349854.pdf,1000-:0.122677165,200-499:0.129448819,30-199:0.334330709,1-9:0.334330709,500-999:0.124881890,10-29:0.334330709,0,
C1349870,Memory,EEPROM,11AA020-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11AA020-I-SN_C1349870.pdf,1000-:0.135590551,200-499:0.142992126,30-199:0.369606299,1-9:0.369606299,500-999:0.137952756,10-29:0.369606299,0,
C1349878,Memory,EEPROM,25LC640A-I/P,PDIP-8,8,Microchip Tech,Extended,PDIP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104061713_Microchip-Tech-25LC640A-I-P_C1349878.pdf,1-9:0.883464567,30-99:0.618897638,500-999:0.511811024,10-29:0.730708661,100-499:0.527559055,1000-:0.503937008,0,
C1349909,Memory,SRAM,23K640-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-23K640-I-SN_C1349909.pdf,1000-:0.368503937,200-499:0.388976378,30-199:1.003149606,1-9:1.003149606,500-999:0.374803150,10-29:1.003149606,0,
C1349926,Memory,EEPROM,CAT24C08WI-G,SOIC-8,8,onsemi,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C08WI-G_C1349926.pdf,1000-:0.127086614,30-99:0.158299213,1-9:0.230078740,100-499:0.133385827,500-999:0.129133858,10-29:0.188503937,0,
C1349962,Memory,EEPROM,CAT25128VI-G,SOP-8,8,onsemi,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2105101415_onsemi-CAT25128VI-G_C1349962.pdf,1000-:0.415748031,200-499:0.439370079,30-199:1.132283465,1-9:1.132283465,500-999:0.423622047,10-29:1.132283465,0,
C1349994,Memory,EEPROM,11LC040-I/SN,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110121730_Microchip-Tech-11LC040-I-SN_C1349994.pdf,1000-:0.148503937,200-499:0.156692913,30-199:0.404724409,1-9:0.404724409,500-999:0.151181102,10-29:0.404724409,0,
C1350075,Memory,NOR FLASH,MT25QL512ABB1EW9-0SIT,WPDFN-8(8x6),9,Micron Tech,Extended,WPDFN-8(8x6) NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2105101416_Micron-Tech-MT25QL512ABB1EW9-0SIT_C1350075.pdf,1-9:2.845669291,10-29:2.456692913,30-99:2.385826772,100-499:2.313385827,500-999:2.281889764,1000-:2.242519685,0,
C1350119,Memory,EEPROM,CAT24C64YI-G,TSSOP-8,8,onsemi,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2104211537_onsemi-CAT24C64YI-G_C1350119.pdf,1000-:0.272440945,200-499:0.288188976,30-199:0.743307087,1-9:0.743307087,500-999:0.278740157,10-29:0.743307087,0,
C1350139,Memory,NOR FLASH,IS25LP256D-JLLE,WSON-8,9,ISSI(Integrated Silicon Solution),Extended,WSON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2108132030_ISSI-Integrated-Silicon-Solution-IS25LP256D-JLLE_C1350139.pdf,1000-:2.798425197,30-99:3.537007874,1-9:5.234645669,500-999:2.848818898,100-499:2.948031496,10-29:4.250393701,1884,
C1350143,Memory,EEPROM,AT93C46E-TH-B,TSSOP-8,8,Microchip Tech,Extended,TSSOP-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2110220930_Microchip-Tech-AT93C46E-TH-B_C1350143.pdf,1000-:0.236220472,30-99:0.292913386,1-9:0.418897638,500-999:0.240944882,100-499:0.248818898,10-29:0.346456693,86,
