C7566,Memory,EEPROM,M93C76-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 8Kb (1K x 8, 512 x 16) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051912_STMicroelectronics-M93C76-WMN6TP_C7566.pdf,1-9:0.374803150,30-99:0.262992126,2000-3999:0.212598425,500-999:0.218897638,10-29:0.310236220,100-499:0.225196850,1000-1999:0.215748031,4000-:0.211023622,0,
C7567,Memory,EEPROM,M95512-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 512Kb (64K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810171937_STMicroelectronics-M95512-WMN6TP_C7567.pdf,1-9:1.011023622,10-29:0.822047244,30-99:0.685039370,100-499:0.571653543,500-999:0.552755906,1000-1999:0.543307087,2000-3999:0.535433071,4000-:0.530708661,948,
C7615,Memory,EEPROM,S-24CS64A0I-J8T1G,SOIC-8_3.9x4.9x1.27P,8,ABLIC,Extended,1.8V ~ 5.5V I2C 64Kb (8K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809140213_ABLIC-S-24CS64A0I-J8T1G_C7615.pdf,1-9:0.480314961,10-29:0.396850394,30-99:0.337007874,100-499:0.286614173,500-999:0.278740157,1000-1999:0.274015748,2000-3999:0.270866142,4000-:0.269291339,0,
C7616,Memory,NOR FLASH,S29AL016M90TAIR2,TSOP-48,48,SPANSION,Extended,16Mb (2M x 8, 1M x 16) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804240720_SPANSION-S29AL016M90TAIR2_C7616.pdf,30-99:1.033070866,2000-3999:0.886614173,1-9:1.544881890,500-999:0.916535433,100-499:0.952755906,10-29:1.111811024,4000-:0.878740157,1000-1999:0.899212598,0,
C76487,Memory,SRAM,IS62WV25616BLL-55TLI-TR,TSOP-44_10.2x18.4x0.8P,44,ISSI(Integrated Silicon Solution),Extended,2.5V ~ 3.6V Volatile Parallel 4Mb (256K x 16) TSOPII-44 SRAM ROHS,https://datasheet.lcsc.com/lcsc/1809212022_ISSI-Integrated-Silicon-Solution-IS62WV25616BLL-55TLI-TR_C76487.pdf,1-9:4.250393701,10-29:3.521259843,30-99:2.993700787,100-499:2.559055118,500-999:2.485039370,1000-1999:2.447244094,2000-3999:2.420472441,4000-:2.403149606,0,
C7679,Memory,NOR FLASH,SST39VF1681-70-4C-EKE,TSOP-48_12.0x18.4x0.5P,48,Microchip Tech,Extended,16Mb (2M x 8) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804232338_Microchip-Tech-SST39VF1681-70-4C-EKE_C7679.pdf,1-9:2.954330709,10-29:2.885039370,30-99:2.839370079,100-499:2.792125984,500-:2.792125984,0,
C7680,Memory,NOR FLASH,SST39VF800A-70-4C-EK,TSOP-48_12.0x18.4x0.5P,48,Microchip Tech,Extended,8Mb (512K x 16) Parallel FLASH Non-Volatile TSOP-48 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1804240730_Microchip-Tech-SST39VF800A-70-4C-EK_C7680.pdf,1-9:2.390551181,10-29:2.327559055,30-99:2.285039370,100-499:2.244094488,500-:2.244094488,0,
C77819,Memory,NOR FLASH,W25Q256FVEIG,WSON8,8,Winbond Elec,Extended,WSON-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2104131903_Winbond-Elec-W25Q256FVEIG_C77819.pdf,1-9:5.749606299,10-29:4.710236220,30-99:3.955905512,100-499:3.335433071,500-999:3.228346457,1000-1999:3.176377953,2000-3999:3.137007874,4000-:3.111811024,2,
C779669,Memory,EEPROM,AT25512N-SH-T,SOIC-8,8,Microchip Tech,Extended,SOIC-8 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2010221134_Microchip-Tech-AT25512N-SH-T_C779669.pdf,1-9:4.763779528,10-29:4.014173228,30-99:3.469291339,100-499:3.020472441,500-999:2.944881890,1000-1999:2.907086614,2000-3999:2.878740157,4000-:2.859842520,0,
C779670,Memory,EEPROM,AT24CM02-SSHM-T,SOIC-8,8,Microchip Tech,Extended,SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/2010221234_Microchip-Tech-AT24CM02-SSHM-T_C779670.pdf,10-29:3.188976378,100-499:2.324409449,1000-1999:2.225196850,4000-:2.184251969,500-999:2.258267717,1-9:3.842519685,30-99:2.714960630,2000-3999:2.200000000,0,
C779876,Memory,NOR FLASH,W25Q256JVFIQ,SOIC-16,16,Winbond Elec,Extended,SOIC-16 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2009111304_Winbond-Elec-W25Q256JVFIQ_C779876.pdf,1-9:3.245669291,10-29:2.746456693,30-99:2.340157480,100-499:1.903937008,500-999:1.809448819,1000-:1.795275591,4028,
C78135,Memory,NAND FLASH,MT29F4G08ABADAWP:D,TSOP-48_12.0x18.4x0.5P,48,Micron Tech,Extended,Non-Volatile Parallel 4Gb (512M x 8) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809192142_Micron-Tech-MT29F4G08ABADAWP-D_C78135.pdf,1-9:4.642519685,10-29:3.932283465,30-99:3.355905512,100-499:2.733858268,500-999:2.600000000,1000-:2.577952756,3083,
C782258,Memory,DDR SDRAM,NT5AD256M16D4-HR,Ball-96,96,Nanya Tech,Extended,Ball-96 DDR SDRAM ROHS,https://datasheet.lcsc.com/lcsc/2009251604_Nanya-Tech-NT5AD256M16D4-HR_C782258.pdf,1000-:3.348031496,30-99:3.566929134,1-9:4.278740157,500-999:3.407874016,100-499:3.456692913,10-29:3.678740157,1990,
C783717,Memory,NOR FLASH,W25Q64FWSSIQ,SOIC-8,8,Winbond Elec,Extended,SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2009141834_Winbond-Elec-W25Q64FWSSIQ_C783717.pdf,1-9:1.927559055,10-29:1.571653543,30-99:1.311811024,100-499:1.099212598,500-999:1.062992126,1000-:1.044094488,0,
C7876,Memory,SRAM,HY57V641620HGT-HDR,TSOP-54,54,SK HYNIX,Extended,TSSOP-54 SRAM ROHS,https://datasheet.lcsc.com/lcsc/2002180931_SK-HYNIX-HY57V641620HGT-HDR_C7876.pdf,1-9:1.760629921,10-29:1.412598425,30-99:1.162204724,100-499:0.954330709,500-999:0.918110236,1000-:0.900787402,0,
C7884,Memory,SRAM,IDT71V256SA15PZ,TSOP-28,28,RENESAS,Extended,3V ~ 3.6V Volatile Parallel 256Kb (32K x 8) TSOP-28 SRAM ROHS,https://datasheet.lcsc.com/lcsc/1807301213_RENESAS-IDT71V256SA15PZ_C7884.pdf,1-9:5.354330709,10-29:4.784251969,102-103:4.560629921,104-:4.560629921,100-101:4.560629921,30-99:4.694488189,3,
C79073,Memory,NOR FLASH,GD25Q80CSIG,SOP-8_5.2x5.3x1.27P,8,GigaDevice Semicon Beijing,Extended,8Mb (1M x 8) SPI FLASH Non-Volatile SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810271711_GigaDevice-Semicon-Beijing-GD25Q80CSIG_C79073.pdf,1-9:0.362204724,10-29:0.292913386,30-99:0.242519685,100-499:0.200000000,500-999:0.193700787,1000-:0.190551181,65,
C79074,Memory,NOR FLASH,GD25Q16CSIG,SOP-8_5.2x5.3x1.27P,8,GigaDevice Semicon Beijing,Extended,16Mb (2M x 8) SPI FLASH Non-Volatile SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809211118_GigaDevice-Semicon-Beijing-GD25Q16CSIG_C79074.pdf,1-9:0.562204724,10-29:0.455118110,30-99:0.376377953,100-499:0.310236220,500-999:0.299212598,1000-:0.294488189,1033,
C79075,Memory,NOR FLASH,GD25Q32CSIG,SOP-8_5.2x5.3x1.27P,8,GigaDevice Semicon Beijing,Extended,32Mb (4M x 8) SPI FLASH Non-Volatile SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809101714_GigaDevice-Semicon-Beijing-GD25Q32CSIG_C79075.pdf,1-9:0.968503937,10-29:0.804724409,30-99:0.685039370,100-499:0.587401575,500-999:0.570078740,1000-:0.562204724,1235,
C79076,Memory,NOR FLASH,GD25Q64CSIG,SOP-8_208mil,8,GigaDevice Semicon Beijing,Extended,64Mb (8M x 8) SPI FLASH Non-Volatile SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1811081221_GigaDevice-Semicon-Beijing-GD25Q64CSIG_C79076.pdf,500-999:0.401574803,1000-:0.393700787,10-29:0.604724409,30-99:0.500787402,1-9:0.748031496,100-499:0.415748031,1117,
C79077,Memory,NOR FLASH,GD25Q40CTIG,SOP-8_3.9x4.9x1.27P,8,GigaDevice Semicon Beijing,Extended,4Mb (512K x 8) SPI - Dual/Quad I/O FLASH Non-Volatile SOP-8_150mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810010232_GigaDevice-Semicon-Beijing-GD25Q40CTIG_C79077.pdf,1-9:0.340157480,10-29:0.274015748,30-99:0.226771654,100-499:0.187401575,500-999:0.181102362,1000-:0.177952756,549,
C79079,Memory,NOR FLASH,GD25Q127CSIG,SOP-8_5.2x5.3x1.27P,8,GigaDevice Semicon Beijing,Extended,128Mb (16M x 8) SPI FLASH Non-Volatile SOP-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1811141814_GigaDevice-Semicon-Beijing-GD25Q127CSIG_C79079.pdf,1-9:1.529133858,10-29:1.236220472,30-99:1.025196850,100-499:0.850393701,500-999:0.820472441,1000-:0.806299213,0,
C79920,Memory,EEPROM,M24C32-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 32Kb (4K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809191943_STMicroelectronics-M24C32-RMN6TP_C79920.pdf,1-9:0.485039370,10-29:0.407874016,30-99:0.351181102,100-499:0.305511811,500-999:0.297637795,1000-1999:0.292913386,2000-3999:0.291338583,4000-:0.288188976,2507,
C79946,Memory,EEPROM,M24C16-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 16Kb (2K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809191953_STMicroelectronics-M24C16-RMN6TP_C79946.pdf,1-9:0.217795276,10-29:0.179685039,30-99:0.151968504,100-499:0.129133858,500-999:0.125354331,1000-1999:0.123307087,2000-3999:0.121889764,4000-:0.120944882,7968,
C79951,Memory,NOR FLASH,SST25VF016B-50-4C-S2AF,SOIC-8_5.3x5.2x1.27P,8,Microchip Tech,Extended,16Mb (2M x 8) SPI FLASH Non-Volatile SOIC-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810311620_Microchip-Tech-SST25VF016B-50-4C-S2AF_C79951.pdf,30-99:2.595275591,2000-3999:2.143307087,500-999:2.193700787,4000-:2.129133858,1-9:3.582677165,10-29:3.009448819,100-499:2.251968504,1000-1999:2.163779528,37,
C7996,Memory,EEPROM,M24C01-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 1Kb (128 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810151221_STMicroelectronics-M24C01-WMN6TP_C7996.pdf,10-29:0.137952756,100-499:0.100629921,1000-1999:0.096220472,500-999:0.097637795,1-9:0.166094488,30-99:0.117480315,2000-3999:0.095275591,4000-:0.094488189,1002,
C7997,Memory,EEPROM,M24C16-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 16Kb (2K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810241722_STMicroelectronics-M24C16-WMN6TP_C7997.pdf,2500-4995:0.084566929,20000-:0.082047244,50-145:0.115748031,500-2495:0.086771654,5000-9995:0.083464567,5-45:0.137480315,150-495:0.099842520,10000-19995:0.082519685,37,
C7998,Memory,EEPROM,M24C32-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 32Kb (4K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051918_STMicroelectronics-M24C32-WMN6TP_C7998.pdf,1-9:0.387559055,10-29:0.325322835,30-99:0.280314961,100-499:0.243149606,500-999:0.236692913,1000-1999:0.233543307,2000-3999:0.231338583,4000-:0.229763780,290,
C79984,Memory,EEPROM,M24256-BRMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 256Kb (32K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810251813_STMicroelectronics-M24256-BRMN6TP_C79984.pdf,1-9:0.507086614,10-29:0.429921260,30-99:0.374803150,100-499:0.329133858,500-999:0.321259843,1000-:0.318110236,335,
C79986,Memory,EEPROM,CAT24C512WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.8V ~ 5.5V I2C 512Kb (64K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809200029_onsemi-CAT24C512WI-GT3_C79986.pdf,1-9:0.507086614,10-29:0.412598425,30-99:0.344881890,100-499:0.289763780,500-999:0.280314961,1000-:0.275590551,35430,
C79987,Memory,EEPROM,CAT24C256WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.8V ~ 5.5V I2C 256Kb (32K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809111521_onsemi-CAT24C256WI-GT3_C79987.pdf,1-9:0.648818898,10-29:0.559055118,30-99:0.494488189,100-499:0.440944882,500-999:0.433070866,1000-1999:0.428346457,2000-3999:0.425196850,4000-:0.422047244,49,
C79988,Memory,EEPROM,M24C64-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Basic,1.8V ~ 5.5V I2C 64Kb (8K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809261911_STMicroelectronics-M24C64-RMN6TP_C79988.pdf,1-9:0.244251969,10-29:0.196535433,30-99:0.161874016,100-499:0.133385827,500-999:0.128503937,1000-1999:0.125984252,2000-3999:0.124251969,4000-:0.122992126,1,
C79989,Memory,EEPROM,M24128-BRMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 128Kb (16K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809191953_STMicroelectronics-M24128-BRMN6TP_C79989.pdf,10-29:0.285354331,100-499:0.209291339,4000-:0.197007874,500-999:0.203464567,1-9:0.342834646,30-99:0.243622047,1000-1999:0.200472441,2000-3999:0.198425197,4931,
C7999,Memory,EEPROM,M24C64-WMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V I2C 64Kb (8K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809221517_STMicroelectronics-M24C64-WMN6TP_C7999.pdf,4000-:0.124409449,2000-3999:0.125196850,1000-1999:0.126456693,500-999:0.128031496,100-499:0.131181102,30-99:0.150078740,10-29:0.172866142,1-9:0.204409449,0,
C79990,Memory,EEPROM,M24M01-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 1Mb (128K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809271213_STMicroelectronics-M24M01-RMN6TP_C79990.pdf,1-9:1.236220472,10-29:1.017322835,30-99:0.859842520,100-499:0.729133858,500-999:0.707086614,1000-1999:0.696062992,2000-3999:0.688188976,4000-:0.683464567,6017,
C79991,Memory,EEPROM,M24512-RMN6TP,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,1.8V ~ 5.5V I2C 512Kb (64K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809101816_STMicroelectronics-M24512-RMN6TP_C79991.pdf,1-9:0.988976378,10-29:0.812598425,30-99:0.683464567,100-499:0.577952756,500-999:0.559055118,1000-1999:0.551181102,2000-3999:0.543307087,4000-:0.540157480,91,
C79996,Memory,EEPROM,AT24C02D-STUM-T,SOT-23-5,5,Microchip Tech,Extended,Non-Volatile 2Kb (256 x 8) I2C 1.7V ~ 3.6V SOT-23-5 EEPROM RoHS,https://datasheet.lcsc.com/lcsc/1810161825_Microchip-Tech-AT24C02D-STUM-T_C79996.pdf,1-9:0.422047244,10-29:0.346456693,30-99:0.292913386,100-499:0.247244094,500-999:0.239370079,1000-1999:0.236220472,2000-3999:0.233070866,4000-:0.231496063,6394,
C8004,Memory,EEPROM,M95020-WMN6,SOIC-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,2.5V ~ 5.5V SPI 2Kb (256 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809051913_STMicroelectronics-M95020-WMN6_C8004.pdf,500-999:0.186141732,30-99:0.224724409,2000-3999:0.181259843,1-9:0.319606299,10-29:0.264566929,100-499:0.191811024,1000-1999:0.183307087,4000-:0.179842520,8,
C80250,Memory,Non-Volatile Memory (ROM),AT27C512R-45PU,DIP-28,28,Microchip Tech,Extended,512Kb (64K x 8) 4.5V ~ 5.5V Parallel DIP-28 Non-Volatile Memory (ROM) ROHS,https://datasheet.lcsc.com/lcsc/1808280049_Microchip-Tech-AT27C512R-45PU_C80250.pdf,4000-:2.828346457,1-9:3.574803150,30-99:3.047244094,2000-3999:2.850393701,500-999:2.929133858,10-29:3.129133858,100-499:2.965354331,1000-1999:2.883464567,0,
C80801,Memory,EEPROM,CAT24C08WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.7V ~ 5.5V I2C 8Kb (1K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810311712_onsemi-CAT24C08WI-GT3_C80801.pdf,1-9:0.223307087,10-29:0.184094488,30-99:0.155590551,100-499:0.132125984,500-999:0.128031496,1000-1999:0.126141732,2000-3999:0.124566929,4000-:0.123622047,51873,
C80920,Memory,NOR FLASH,SST25VF040B-50-4C-S2AF,SOIC-8_5.3x5.2x1.27P,8,Microchip Tech,Extended,4Mb (512K x 8) SPI FLASH Non-Volatile SOIC-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810010216_Microchip-Tech-SST25VF040B-50-4C-S2AF_C80920.pdf,1-9:1.083464567,30-99:0.765354331,2000-3999:0.618897638,500-999:0.636220472,10-29:0.899212598,100-499:0.655118110,1000-1999:0.626771654,4000-:0.614173228,2,
C80921,Memory,NOR FLASH,SST25VF080B-50-4C-S2AF,SOIC-8_5.3x5.2x1.27P,8,Microchip Tech,Extended,8Mb (1M x 8) SPI FLASH Non-Volatile SOIC-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809291221_Microchip-Tech-SST25VF080B-50-4C-S2AF_C80921.pdf,1-9:1.341732283,10-29:1.114960630,30-99:0.951181102,100-499:0.815748031,500-999:0.792125984,1000-1999:0.781102362,2000-3999:0.771653543,4000-:0.766929134,0,
C80925,Memory,NOR FLASH,SST25VF080B-50-4I-S2AF,SOIC-8_5.3x5.3x1.27P,8,Microchip Tech,Extended,8Mb (1M x 8) SPI FLASH Non-Volatile SOP-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809192132_Microchip-Tech-SST25VF080B-50-4I-S2AF_C80925.pdf,1-9:1.283464567,10-29:1.061417323,30-99:0.899212598,100-499:0.765354331,500-999:0.743307087,1000-1999:0.730708661,2000-3999:0.722834646,4000-:0.718110236,0,
C81147,Memory,EEPROM,M24C04-RMN6TP,SOP-8_3.9x4.9x1.27P,8,STMicroelectronics,Extended,SO-8 EEPROM RoHS,https://datasheet.lcsc.com/lcsc/1811141534_STMicroelectronics-M24C04-RMN6TP_C81147.pdf,1-9:0.158078740,10-29:0.132755906,30-99:0.114488189,100-499:0.099370079,500-999:0.096692913,1000-1999:0.095433071,2000-3999:0.094488189,4000-:0.093858268,7937,
C81193,Memory,EEPROM,CAT24C32WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.7V ~ 5.5V I2C 32Kb (4K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809291220_onsemi-CAT24C32WI-GT3_C81193.pdf,1-9:0.422047244,10-29:0.354330709,30-99:0.305511811,100-499:0.264566929,500-999:0.256692913,1000-1999:0.253543307,2000-3999:0.251968504,4000-:0.250393701,27990,
C81195,Memory,EEPROM,CAT24C128WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.8V ~ 5.5V I2C 128Kb (16K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810010225_onsemi-CAT24C128WI-GT3_C81195.pdf,1-9:0.345354331,10-29:0.286299213,30-99:0.243464567,100-499:0.208188976,500-999:0.202204724,1000-1999:0.199212598,2000-3999:0.197007874,4000-:0.195433071,1428,
C81197,Memory,EEPROM,CAT24C16WI-GT3,SOIC-8_3.9x4.9x1.27P,8,onsemi,Extended,1.7V ~ 5.5V I2C 16Kb (2K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809291209_onsemi-CAT24C16WI-GT3_C81197.pdf,10-29:0.117322835,4000-:0.073385827,1-9:0.145826772,30-99:0.096535433,100-499:0.079527559,1000-1999:0.075275591,500-999:0.076692913,2000-3999:0.074173228,555,
C81340,Memory,EEPROM,CAT24C02TDI-GT3A,TSOT-23-5,5,onsemi,Extended,1.7V ~ 5.5V I2C 2Kb (256 x 8) TSOT-23-5 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810232207_onsemi-CAT24C02TDI-GT3A_C81340.pdf,1-9:0.208188976,10-29:0.174960630,30-99:0.150708661,100-499:0.130866142,500-999:0.127401575,1000-1999:0.125826772,2000-3999:0.124566929,4000-:0.123779528,499,
C81475,Memory,EEPROM,24AA02E48-I/SN,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.7V ~ 5.5V I2C 2Kb (256 x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081531_Microchip-Tech-24AA02E48-I-SN_C81475.pdf,1-9:0.330708661,30-99:0.229921260,10-29:0.234645669,100-499:0.226771654,500-:0.226771654,1,
C81570,Memory,EEPROM,AT25320B-SSHL-T,SOIC-8_3.9x4.9x1.27P,8,Microchip Tech,Extended,1.8V ~ 5.5V SPI 32Kb (4K x 8) SOIC-8_150mil EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1809081513_Microchip-Tech-AT25320B-SSHL-T_C81570.pdf,1-9:0.541732283,10-29:0.442519685,30-99:0.371653543,100-499:0.313385827,500-999:0.303937008,1000-1999:0.299212598,2000-3999:0.296062992,4000-:0.292913386,2677,
C81906,Memory,FLASH,M25P32-VMW6TGTR,SOIC-8_5.3x5.3x1.27P,8,Micron Tech,Extended,Non-Volatile FLASH 32Mb (4M x 8) SPI SOIC-8_208mil FLASH RoHS,https://datasheet.lcsc.com/lcsc/1806060350_Micron-Tech-M25P32-VMW6TGTR_C81906.pdf,1-9:2.714960630,10-29:2.201574803,30-99:1.829921260,100-499:1.522834646,500-999:1.470866142,1000-:1.445669291,0,
C81940,Memory,NOR FLASH,AT45DB081E-SSHN-T,SOIC-8_3.9x4.9x1.27P,8,Adesto Technologies,Extended,8Mb (256 Bytes x 4096 pages) SPI FLASH Non-Volatile SOIC-8_150mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1808281735_Adesto-Technologies-AT45DB081E-SSHN-T_C81940.pdf,1-9:1.209448819,10-29:1.011023622,30-99:0.866141732,100-499:0.748031496,500-999:0.727559055,1000-1999:0.718110236,2000-3999:0.710236220,4000-:0.705511811,0,
C82196,Memory,SDRAM,MT41K256M16HA-125:E,TFBGA-96,96,Micron Tech,Extended,TFBGA-96 SDRAM RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_Micron-Tech-MT41K256M16HA-125-E_C82196.pdf,100-101:5.787401575,102-103:5.787401575,1-9:6.979527559,10-29:6.125984252,30-99:5.990551181,104-:5.787401575,0,
C82317,Memory,NOR FLASH,W25Q16JVSSIQ,SOIC-8_5.3x5.3x1.27P,8,Winbond Elec,Extended,16Mb (2M x 8) SPI - Dual/Quad I/O FLASH Non-Volatile SOIC-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/2103181432_Winbond-Elec-W25Q16JVSSIQ_C82317.pdf,1-9:0.590551181,10-29:0.499212598,30-99:0.425196850,100-499:0.346456693,500-999:0.329133858,1000-:0.325984252,8070,
C82344,Memory,NOR FLASH,W25Q32JVSSIQ,SOP-8_5.2x5.3x1.27P,8,Winbond Elec,Extended,32Mb (4M x 8) SPI - Dual/Quad I/O FLASH Non-Volatile SOIC-8_208mil NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1811101814_Winbond-Elec-W25Q32JVSSIQ_C82344.pdf,1-9:0.732283465,10-29:0.618897638,30-99:0.527559055,100-499:0.429921260,500-999:0.407874016,1000-:0.404724409,30450,
C82351,Memory,EEPROM,AT7456E,TSSOP-28_4.4x9.7x0.65P,28,ZHONGKEWEI,Extended,TSSOP-28 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810301815_ZHONGKEWEI-AT7456E_C82351.pdf,1-9:3.225196850,10-29:2.595275591,30-99:2.137007874,100-499:1.760629921,500-999:1.696062992,1000-1999:1.664566929,2000-3999:1.640944882,4000-:1.625196850,1637,
C82523,Memory,EEPROM,AT7456,HTSSOP-28_EP_4.4x9.7x0.65P,29,ZHONGKEWEI,Extended,TSSOP-28 EEPROM ROHS,https://datasheet.lcsc.com/lcsc/1810301822_ZHONGKEWEI-AT7456_C82523.pdf,10-29:2.598425197,100-499:1.864566929,1000-1999:1.779527559,4000-:1.744881890,500-999:1.807874016,1-9:3.152755906,30-99:2.195275591,2000-3999:1.759055118,0,
C82803,Memory,EEPROM,LR24C02,SOP-8_150mil,8,LRC,Extended,SOP-8_150mil EEPROM RoHS, , ,0,
C83140,Memory,NOR FLASH,W25Q64JVSSIQ,SOP-8_5.2x5.3x1.27P,8,Winbond Elec,Extended,64Mb (8M x 8) SPI - Dual/Quad I/O FLASH Non-Volatile SOIC-8 NOR FLASH ROHS,https://datasheet.lcsc.com/lcsc/1810301427_Winbond-Elec-W25Q64JVSSIQ_C83140.pdf,1-9:0.888188976,10-29:0.749606299,30-99:0.636220472,100-499:0.513385827,500-999:0.486614173,1000-:0.481889764,15945,
C83656,Memory,NAND FLASH,S34ML01G200TFI000,TSOP-48_12.0x18.4x0.5P,48,Cypress Semicon,Extended,Non-Volatile Parallel 1Gb (128M x 8) FLASH TSOP-48 NAND FLASH ROHS,https://datasheet.lcsc.com/lcsc/1809192022_Cypress-Semicon-S34ML01G200TFI000_C83656.pdf,1-9:2.930708661,10-29:2.425196850,30-99:2.056692913,100-499:1.754330709,500-999:1.702362205,1000-1999:1.677165354,2000-3999:1.658267717,4000-:1.645669291,96,
