C10006,Clock and Timing,Real-time Clocks (RTC),RS5C372A-E2-F,SSOP-8_3.5x4.4x0.65P,8,Ricoh Elec Devices,Extended,HH:MM:SS (12/24 hr) YY-MM-DD I2C, 2-Wire Serial Clock/Calendar SSOP-8 Real-time Clocks (RTC) ROHS,https://datasheet.lcsc.com/lcsc/1808281011_Ricoh-Elec-Devices-RS5C372A-E2-F_C10006.pdf,1-9:1.948031496,10-29:1.902362205,30-99:1.870866142,100-499:1.840944882,500-:1.840944882,0,
C1018204,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N008A-063NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2107280540_RENESAS-8T49N008A-063NLGI_C1018204.pdf,1000-:7.984251969,200-499:8.426771654,30-199:21.774803150,1-9:21.774803150,500-999:8.130708661,10-29:21.774803150,0,
C1018205,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N008A-066NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2107280540_RENESAS-8T49N008A-066NLGI_C1018205.pdf,1000-:7.984251969,200-499:8.426771654,30-199:21.774803150,1-9:21.774803150,500-999:8.130708661,10-29:21.774803150,0,
C1018206,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N008A-054NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2107280540_RENESAS-8T49N008A-054NLGI_C1018206.pdf,1000-:7.984251969,200-499:8.426771654,30-199:21.774803150,1-9:21.774803150,500-999:8.130708661,10-29:21.774803150,0,
C1018207,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N008A-056NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2107280540_RENESAS-8T49N008A-056NLGI_C1018207.pdf,1000-:7.984251969,200-499:8.426771654,30-199:21.774803150,1-9:21.774803150,500-999:8.130708661,10-29:21.774803150,0,
C1018209,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-027NLGI,VQFN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270606_RENESAS-8T49N240-027NLGI_C1018209.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018210,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-997NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270606_RENESAS-8T49N240-997NLGI_C1018210.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018211,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-031NLGI,VQFN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270606_RENESAS-8T49N240-031NLGI_C1018211.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018212,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-990NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270607_RENESAS-8T49N240-990NLGI_C1018212.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018213,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-029NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270607_RENESAS-8T49N240-029NLGI_C1018213.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018214,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-024NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270607_RENESAS-8T49N240-024NLGI_C1018214.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018215,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-984NLGI,VFQFPN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270607_RENESAS-8T49N240-984NLGI_C1018215.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018216,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N240-028NLGI,VQFN-40,41,RENESAS,Extended,VFQFPN-40(6x6) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2104270607_RENESAS-8T49N240-028NLGI_C1018216.pdf,1000-:7.325984252,200-499:7.730708661,30-199:19.976377953,1-9:19.976377953,500-999:7.459842520,10-29:19.976377953,0,
C1018217,Clock and Timing,Clock Generators / Frequency Synthesizers / PLL,8T49N222B-129NLGI,VFQFPN-48,49,RENESAS,Extended,VFQFPN-48(7x7) Clock Generators / Frequency Synthesizers / PLL ROHS,https://datasheet.lcsc.com/lcsc/2201131700_RENESAS-8T49N222B-129NLGI_C1018217.pdf,1000-:25.970078740,200-499:27.409448819,30-199:70.826771654,1-9:70.826771654,500-999:26.445669291,10-29:70.826771654,0,
