C2649317,Filters,SAW Filters,B39431B3710U410,SMD-6,6,Qualcomm,Extended,SMD-6 SAW Filters RoHS, ,500-999:0.352755906,1-9:0.941732283,30-199:0.941732283,10-29:0.941732283,200-499:0.365354331,1000-:0.346456693,0,
C2650958,Filters,SAW Filters,B39921B3718U410,SMD-6,6,Qualcomm,Extended,SMD-6 SAW Filters RoHS, ,10-29:1.064566929,1000-:0.390551181,1-9:1.064566929,30-199:1.064566929,200-499:0.412598425,500-999:0.398425197,0,
C2650964,Filters,SAW Filters,B39321B3722U410,SMD-6,6,Qualcomm,Extended,SMD-6 SAW Filters RoHS, ,10-29:0.941732283,1-9:0.941732283,30-199:0.941732283,200-499:0.365354331,1000-:0.346456693,500-999:0.352755906,0,
C2650980,Filters,SAW Filters,B39871B3744H110,SMD-6,6,Qualcomm,Extended,SMD-6 SAW Filters RoHS, ,10-29:0.291338583,1-9:0.300787402,100-499:0.280314961,30-99:0.286614173,500-:0.280314961,0,
