C130135,Audio Products/Micromotors,Buzzers,HNR-1708,BUZ-TH,2,Jiangsu Huaneng Elec,Extended,8mm Externally Driven 17mm 80dB@9V,10cm 1V~30V Externally Driven 9V 4000Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1811141130_Jiangsu-Huaneng-Elec-HNR-1708_C130135.pdf,500-999:0.156062992,1-9:0.267559055,10-29:0.221574803,30-99:0.188346457,100-499:0.160787402,1000-1999:0.153858268,2000-3999:0.152125984,4000-:0.150866142,42,
C130136,Audio Products/Micromotors,Buzzers,HNR-2304,23X4.3mm,2,Jiangsu Huaneng Elec,Extended,4.6mm 23mm Externally Driven 80dB@12V,10cm 1V~30V Externally Driven 12V 4000Hz Lead Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1811141130_Jiangsu-Huaneng-Elec-HNR-2304_C130136.pdf,1-9:0.263937008,10-29:0.218582677,30-99:0.185669291,100-499:0.158598425,500-999:0.154015748,1000-1999:0.151653543,2000-3999:0.149921260,4000-:0.148818898,315,
C130137,Audio Products/Micromotors,Buzzers,HNR-2310A,23X9.8mm,2,Jiangsu Huaneng Elec,Extended,10.1mm 23mm Externally Driven 80dB@12V,10cm 1V~30V Externally Driven 12V 3500Hz Plugin,P=10mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1811141130_Jiangsu-Huaneng-Elec-HNR-2310A_C130137.pdf,1-9:0.315826772,10-29:0.261574803,30-99:0.222204724,100-499:0.189763780,500-999:0.184251969,1000-1999:0.181574803,2000-3999:0.179527559,4000-:0.178110236,1052,
C140702,Audio Products/Micromotors,MEMS Microphones,NSM0402AT-LL,MIC-SMD,4,Made in China,Extended,SMD,3.76x2.95x1.1mm MEMS Microphones ROHS,https://datasheet.lcsc.com/lcsc/1809191925_Made-in-China-NSM0402AT-LL_C140702.pdf,1-9:0.401574803,10-29:0.332283465,30-99:0.281889764,100-499:0.239370079,500-999:0.233070866,1000-1999:0.229921260,2000-3999:0.226771654,4000-:0.225196850,0,
C140703,Audio Products/Micromotors,MEMS Microphones,NSM0402AB-LL,SMD,6,Made in China,Extended,SMD,3.76x2.95x1.1mm MEMS Microphones ROHS,https://datasheet.lcsc.com/lcsc/1806062020_Made-in-China-NSM0402AB-LL_C140703.pdf,1-9:0.376377953,10-29:0.307086614,30-99:0.256692913,100-499:0.215748031,500-999:0.207874016,1000-1999:0.204724409,2000-3999:0.201574803,4000-:0.200000000,1,
C140704,Audio Products/Micromotors,MEMS Microphones,NSM2402AT-LL,MIC-SMD,4,Made in China,Extended,SMD,3.76x2.24x1.1mm MEMS Microphones ROHS,https://datasheet.lcsc.com/lcsc/1806022034_Made-in-China-NSM2402AT-LL_C140704.pdf,1-9:0.357480315,10-29:0.288188976,30-99:0.237795276,100-499:0.196850394,500-999:0.188976378,1000-1999:0.185826772,2000-3999:0.182677165,4000-:0.181102362,1160,
C140705,Audio Products/Micromotors,MEMS Microphones,WMM7037AT2,MIC-SMD,4,WILLSEMI(Will Semicon),Extended,SMD,3.76x2.95x1.1mm MEMS Microphones ROHS,https://datasheet.lcsc.com/lcsc/1809191925_WILLSEMI-Will-Semicon-WMM7037AT2_C140705.pdf,30-99:0.286614173,100-499:0.248818898,500-999:0.240944882,1000-:0.237795276,1-9:0.396850394,10-29:0.333858268,3253,
C140706,Audio Products/Micromotors,MEMS Microphones,WMM7022AT0,MIC-SMD,4,WILLSEMI(Will Semicon),Extended,SMD,3.76x2.24x1.1mm MEMS Microphones ROHS,https://datasheet.lcsc.com/lcsc/1809191925_WILLSEMI-Will-Semicon-WMM7022AT0_C140706.pdf,500-999:0.215118110,1000-:0.211968504,1-9:0.367874016,10-29:0.304881890,30-99:0.259212598,100-499:0.221574803,0,
C161819,Audio Products/Micromotors,Buzzers,QMB-09B-05,BUZ-TH_BD9.0-P4.00-D1.0-FD,2,Jiangsu Huaneng Elec,Extended,5.7mm 9mm Externally Driven 80dB@5V,10cm 3V~7V Magnetic 5V 2700Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1912111437_Jiangsu-Huaneng-Elec-QMB-09B-05_C161819.pdf,1-9:0.214960630,10-29:0.183464567,30-99:0.160661417,100-499:0.141889764,500-999:0.138582677,1000-1999:0.137007874,2000-3999:0.135905512,4000-:0.135118110,3995,
C162678,Audio Products/Micromotors,Buzzers,PKM13EPYH4000-A0,BUZ-TH_BD12.6-P5.00-D0.5,2,Murata Electronics,Extended,Externally Driven 78dB@㊣1.5,10cm ㊣15V -40⊥~+85⊥ 4kHz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808140043_Murata-Electronics-PKM13EPYH4000-A0_C162678.pdf,1-9:0.334330709,10-29:0.284409449,30-99:0.248188976,100-499:0.218425197,500-999:0.213228346,1000-1999:0.210708661,2000-3999:0.208818898,4000-:0.207559055,0,
C184513,Audio Products/Micromotors,Buzzers,PKLCS1212E2000-R1,BUZ-SMD,2,Murata Electronics,Extended,12mm 3mm Externally Driven 12mm 76dB@1.5V,10cm -12.5V~12.5V Externally Driven 1.5V 2000Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808140029_Murata-Electronics-PKLCS1212E2000-R1_C184513.pdf,1-9:1.680314961,10-29:1.392125984,30-99:1.184251969,100-499:1.012598425,500-999:0.982677165,1000-1999:0.968503937,2000-3999:0.957480315,4000-:0.951181102,263,
C187873,Audio Products/Micromotors,Buzzers,BL-PBZ09042C2703YB,BUZ-TH,2,BL(Dongguan Bolin Elec),Extended,Through Hole Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808311825_BL-Dongguan-Bolin-Elec-BL-PBZ09042C2703YB_C187873.pdf,30-99:0.212598425,2000-3999:0.187401575,1-9:0.302362205,500-999:0.192125984,100-499:0.198425197,10-29:0.226771654,4000-:0.185826772,1000-1999:0.190551181,0,
C189207,Audio Products/Micromotors,Buzzers,KLJ-8540-3627,BUZ-SMD,4,KELIKING,Extended,8.5mm 4.3mm Externally Driven 8.5mm 86dB@3.6V,10cm 2.5V~4.5V Magnetic 3.6V 2731Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301127_KELIKING-KLJ-8540-3627_C189207.pdf,1-9:0.551181102,10-29:0.456692913,30-99:0.387401575,100-499:0.330708661,500-999:0.321259843,1000-1999:0.316535433,2000-3999:0.313385827,4000-:0.310236220,903,
C189208,Audio Products/Micromotors,Buzzers,KLJ-7525-3627,SMD-4_7.5x7.5x6.3P,4,KELIKING,Extended,7.5mm 2.5mm Externally Driven 7.5mm 85dB@3.6V,10cm 2V~4.5V Magnetic 3.6V 2731Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301127_KELIKING-KLJ-7525-3627_C189208.pdf,1-9:0.522834646,10-29:0.425196850,30-99:0.354330709,100-499:0.296062992,500-999:0.285039370,1000-1999:0.280314961,2000-3999:0.277165354,4000-:0.274015748,1175,
C194267,Audio Products/Micromotors,Buzzers,C194267,BEEP-TH_BD9.1-P5.00-D0.6-L-FD,2,CY(Changzhou Chaoyin Elec),Extended,4.2mm 9mm Active (driven circuit included) 80dB@5V,10cm Magnetic 4V~7V 5V 2900Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1912111437_CY-Changzhou-Chaoyin-Elec-C194267_C194267.pdf,1-9:0.562204724,10-29:0.458267717,30-99:0.382677165,100-499:0.321259843,500-999:0.310236220,1000-1999:0.305511811,2000-3999:0.300787402,4000-:0.297637795,0,
C194268,Audio Products/Micromotors,Buzzers,CY-12065-5025,Through Hole,2,CY(Changzhou Chaoyin Elec),Extended,Plugin Buzzers ROHS, ,2000-3999:0.321259843,1-9:0.573228346,10-29:0.472440945,30-99:0.400000000,100-499:0.340157480,1000-1999:0.324409449,4000-:0.318110236,500-999:0.329133858,0,
C194480,Audio Products/Micromotors,Buzzers,MLT-9032,SMD,2,Jiangsu Huaneng Elec,Extended,SMD Buzzers ROHS, ,1-9:0.436220472,10-29:0.370078740,30-99:0.322834646,100-499:0.283464567,500-999:0.275590551,1000-1999:0.272440945,2000-3999:0.270866142,4000-:0.269291339,1005,
C194534,Audio Products/Micromotors,Buzzers,ZL-DCY09605-2705P-5,96X50,2,ZLFY,Extended,5.3mm 9.6mm Active (driven circuit included) 80dB@5V,10cm 3V~7V Magnetic 5V 2700Hz Plugin,P=5mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1810011112_ZLFY-ZL-DCY09605-2705P-5_C194534.pdf,1-9:0.557480315,10-29:0.462992126,30-99:0.395275591,100-499:0.338582677,500-999:0.329133858,1000-1999:0.324409449,2000-3999:0.321259843,4000-:0.318110236,1000,
C194535,Audio Products/Micromotors,Buzzers,ZL-DCY12075-2705P-7.6,120X75,2,ZLFY,Extended,7.8mm 12mm Active (driven circuit included) 85dB@5V,10cm 4V~8V Magnetic 5V 2700Hz Plugin,P=7.6mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1810011112_ZLFY-ZL-DCY12075-2705P-7-6_C194535.pdf,4000-:0.248818898,1-9:0.440944882,30-99:0.310236220,1000-1999:0.253543307,500-999:0.256692913,2000-3999:0.250393701,10-29:0.365354331,100-499:0.264566929,667,
C194536,Audio Products/Micromotors,Buzzers,ZL-DCY09605-2705S,BUZ-SMD,2,ZLFY,Extended,9.6mm 5.5mm Active (driven circuit included) 9.6mm 80dB@5V,10cm Magnetic 4V~7V 5V 2700Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1912111437_ZLFY-ZL-DCY09605-2705S_C194536.pdf,1-9:1.074015748,30-99:0.748031496,1000-1999:0.606299213,4000-:0.593700787,10-29:0.885039370,100-499:0.634645669,500-999:0.615748031,2000-3999:0.598425197,1270,
C194537,Audio Products/Micromotors,Buzzers,ZL-DCY12095-2305P-7.6,120X95,2,ZLFY,Extended,9.8mm 12mm Active (driven circuit included) 85dB@5V,10cm Magnetic 4V~7V 5V 2300Hz Plugin,P=7.6mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/2105081804_ZLFY-ZL-DCY12095-2305P-7-6_C194537.pdf,1-9:0.469448819,10-29:0.406456693,30-99:0.360787402,100-499:0.323149606,500-999:0.316724409,1000-1999:0.313543307,2000-3999:0.311181102,4000-:0.309606299,326,
C200206,Audio Products/Micromotors,Buzzers,Cy-1407A-5040-P7.5,BUZ-TH_BD14.0-P7.50-D0.8,2,CY(Changzhou Chaoyin Elec),Extended,7.2mm 14.1mm Externally Driven 80dB@5V,10cm 1V~30V Externally Driven 5V 4000Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808071430_CY-Changzhou-Chaoyin-Elec-Cy-1407A-5040-P7-5_C200206.pdf,1-9:0.236220472,10-29:0.195275591,30-99:0.165637795,100-499:0.141102362,500-999:0.137007874,1000-1999:0.134960630,2000-3999:0.133385827,4000-:0.132283465,858,
C200207,Audio Products/Micromotors,Buzzers,Cy-1707A-5040-P10,BUZ-TH_BD17.0-P10.00-D0.9,2,CY(Changzhou Chaoyin Elec),Extended,8mm Externally Driven 17mm 85dB@5V,10cm 1V~30V Externally Driven 5V 4000Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1806121853_CY-Changzhou-Chaoyin-Elec-Cy-1707A-5040-P10_C200207.pdf,500-999:0.158031496,2000-3999:0.153858268,4000-:0.152755906,10-29:0.225354331,100-499:0.162850394,1-9:0.272598425,30-99:0.191181102,1000-1999:0.155590551,110,
C200208,Audio Products/Micromotors,Buzzers,Cy-12095-3025,BUZ-TH_BD12.0-P7.60-D0.6-FD,2,CY(Changzhou Chaoyin Elec),Extended,9.7mm 12mm Active (driven circuit included) 85dB@3V,10cm Magnetic 2V~4V 3V 2500Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1806121853_CY-Changzhou-Chaoyin-Elec-Cy-12095-3025_C200208.pdf,1-9:0.588976378,10-29:0.497637795,30-99:0.431496063,100-499:0.376377953,500-999:0.366929134,1000-1999:0.362204724,2000-3999:0.359055118,4000-:0.355905512,252,
C200209,Audio Products/Micromotors,Buzzers,Cy-12095-5025,BUZ-TH_BD12.0-P7.60-D0.6-FD,2,CY(Changzhou Chaoyin Elec),Extended,9.7mm 12mm Active (driven circuit included) 85dB@5V,10cm Magnetic 4V~7V 5V 2300Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1806121853_CY-Changzhou-Chaoyin-Elec-Cy-12095-5025_C200209.pdf,4000-:0.411023622,1-9:0.642519685,10-29:0.551181102,100-499:0.429921260,1000-1999:0.415748031,30-99:0.485039370,2000-3999:0.412598425,500-999:0.420472441,0,
C200210,Audio Products/Micromotors,Buzzers,Cy-9055-3029,Through Hole,2,CY(Changzhou Chaoyin Elec),Extended,6mm 9mm Active (driven circuit included) 80dB@3V,10cm Magnetic 2V~4V 3V 2900Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1811081330_CY-Changzhou-Chaoyin-Elec-Cy-9055-3029_C200210.pdf,1-9:0.645669291,10-29:0.541732283,30-99:0.467716535,100-499:0.404724409,500-999:0.393700787,1000-1999:0.388976378,2000-3999:0.385826772,4000-:0.382677165,0,
C200211,Audio Products/Micromotors,Buzzers,Cy-9055-5029,BUZ-TH,2,CY(Changzhou Chaoyin Elec),Extended,6mm 9mm Active (driven circuit included) 85dB@5V,10cm Magnetic 4V~7V 5V 2900Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1806121758_CY-Changzhou-Chaoyin-Elec-Cy-9055-5029_C200211.pdf,500-999:0.414173228,2000-3999:0.404724409,4000-:0.401574803,1-9:0.666141732,10-29:0.562204724,30-99:0.486614173,100-499:0.423622047,1000-1999:0.407874016,1,
C200212,Audio Products/Micromotors,Buzzers,Cy-9650-3029,BUZ-TH_BD9.6-P5.00-D0.7-FD,2,CY(Changzhou Chaoyin Elec),Extended,5.2mm 9.6mm Active (driven circuit included) 85dB@3V,10cm Magnetic 2V~4V 3V 2900Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1809041936_CY-Changzhou-Chaoyin-Elec-Cy-9650-3029_C200212.pdf,1-9:0.650393701,10-29:0.546456693,30-99:0.470866142,100-499:0.409448819,500-999:0.398425197,1000-1999:0.393700787,2000-3999:0.388976378,4000-:0.387401575,364,
C200213,Audio Products/Micromotors,Buzzers,Cy-9650-5029,BUZ-TH_BD9.6-P5.00-D0.7-FD,2,CY(Changzhou Chaoyin Elec),Extended,5.5mm 9.6mm Active (driven circuit included) 85dB@5V,10cm Magnetic 4V~7V 5V 2900Hz Plugin Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1806121853_CY-Changzhou-Chaoyin-Elec-Cy-9650-5029_C200213.pdf,1-9:0.551181102,10-29:0.447244094,30-99:0.371653543,100-499:0.310236220,500-999:0.299212598,1000-1999:0.294488189,2000-3999:0.289763780,4000-:0.286614173,46,
C201039,Audio Products/Micromotors,Buzzers,KLJ-9032-3627,BUZ-SMD,2,KELIKING,Extended,10.5mm 3.5mm Externally Driven 10.5mm 85dB@3.6V,10cm 2.5V~4.5V Magnetic 3.6V 2731Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-9032-3627_C201039.pdf,1-9:0.590551181,10-29:0.496062992,30-99:0.428346457,100-499:0.371653543,500-999:0.362204724,1000-1999:0.357480315,2000-3999:0.354330709,4000-:0.351181102,1233,
C201040,Audio Products/Micromotors,Buzzers,KLJ-9025-3627,BUZ-SMD,2,KELIKING,Extended,10.5mm 2.8mm Externally Driven 10.5mm 85dB@3.6V,10cm 2.5V~4.5V Magnetic 3.6V 2731Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-9025-3627_C201040.pdf,1-9:0.611023622,10-29:0.513385827,30-99:0.442519685,100-499:0.384251969,500-999:0.374803150,1000-1999:0.370078740,2000-3999:0.365354331,4000-:0.363779528,3000,
C201041,Audio Products/Micromotors,Buzzers,KLJ-1625,BUZ-SMD,2,KELIKING,Extended,16mm 2.8mm Externally Driven 16mm 75dB@3V,10cm Externally Driven 3V SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-1625_C201041.pdf,1-9:0.645669291,10-29:0.532283465,30-99:0.450393701,100-499:0.382677165,500-999:0.371653543,1000-1999:0.365354331,2000-3999:0.360629921,4000-:0.359055118,4,
C201042,Audio Products/Micromotors,Buzzers,KLJ-1230,BUZ-SMD,2,KELIKING,Extended,12mm 3.3mm Externally Driven 12mm 80dB@3V,10cm Externally Driven 3V SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1811142221_KELIKING-KLJ-1230_C201042.pdf,1-9:0.908661417,10-29:0.792125984,30-99:0.707086614,100-499:0.637795276,500-999:0.626771654,1000-1999:0.620472441,2000-3999:0.615748031,4000-:0.612598425,2970,
C201043,Audio Products/Micromotors,Buzzers,KLJ-1325,BUZ-SMD,2,KELIKING,Extended,13mm 2.8mm Externally Driven 13mm 80dB@5V,10cm Externally Driven 5V 4000Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-1325_C201043.pdf,1-9:0.659842520,10-29:0.543307087,30-99:0.459842520,100-499:0.388976378,500-999:0.377952756,1000-1999:0.371653543,2000-3999:0.366929134,4000-:0.363779528,85,
C201044,Audio Products/Micromotors,Buzzers,KLJ-5030,BUZ-SMD,3,KELIKING,Extended,5mm 3.3mm Externally Driven 5mm 82dB@3V,10cm Magnetic 2V~4V 3V 4000Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1809141415_KELIKING-KLJ-5030_C201044.pdf,1-9:0.782677165,10-29:0.644094488,30-99:0.543307087,100-499:0.459842520,500-999:0.447244094,1000-1999:0.439370079,2000-3999:0.434645669,4000-:0.431496063,1539,
C201045,Audio Products/Micromotors,Buzzers,KLJ-5018,BUZ-SMD,3,KELIKING,Extended,5mm 2.1mm Externally Driven 5mm 75dB@3V,10cm Magnetic 2V~4V 3V 4000Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-5018_C201045.pdf,500-999:0.505511811,1000-1999:0.496062992,2000-3999:0.489763780,4000-:0.485039370,1-9:0.948031496,10-29:0.765354331,30-99:0.633070866,100-499:0.524409449,744,
C201046,Audio Products/Micromotors,Buzzers,KLJ-5025,SMD-3_5.0x5.0x3.4P,3,KELIKING,Extended,5mm 2.8mm Externally Driven 5mm 78dB@3V,10cm Magnetic 2V~4V 3V 4000Hz SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1809141415_KELIKING-KLJ-5025_C201046.pdf,1-9:0.877165354,10-29:0.732283465,30-99:0.626771654,100-499:0.540157480,500-999:0.525984252,1000-1999:0.518110236,2000-3999:0.511811024,4000-:0.508661417,2368,
C201047,Audio Products/Micromotors,Buzzers,KLJ-1102,BUZ-SMD,2,KELIKING,Extended,9mm 2.2mm Externally Driven 11mm 70dB@5V,10cm Externally Driven 5V SMD Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301123_KELIKING-KLJ-1102_C201047.pdf,1-9:0.714960630,10-29:0.592125984,30-99:0.503937008,100-499:0.429921260,500-999:0.417322835,1000-1999:0.411023622,2000-3999:0.406299213,4000-:0.403149606,624,
C219725,Audio Products/Micromotors,Buzzers,ZL-YDW1207-4005PA-7.5,BUZ-TH_BD12.6-P7.50-D0.9,2,ZLFY,Extended,7.5mm 12.6mm Externally Driven 80dB@5V,10cm Externally Driven 5V 4000Hz Plugin,P=7.5mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1810121042_ZLFY-ZL-YDW1207-4005PA-7-5_C219725.pdf,5-45:0.110078740,50-145:0.089921260,150-495:0.075433071,500-2495:0.063307087,2500-4995:0.061259843,5000-9995:0.060314961,10000-19995:0.059527559,20000-:0.059055118,6305,
C219726,Audio Products/Micromotors,Buzzers,ZL-YDW1207-4005PA-6.5,BUZ-TH_BD12.5-P6.50-D0.9,2,ZLFY,Extended,7mm 12.5mm Externally Driven 80dB@10cm Passive -20⊥~+70⊥ 4kHz 3mA Plugin,P=6.5mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1809281812_ZLFY-ZL-YDW1207-4005PA-6-5_C219726.pdf,20000-:0.065984252,2500-4995:0.068188976,50-145:0.096535433,500-2495:0.070236220,5000-9995:0.067086614,5-45:0.116535433,150-495:0.082047244,10000-19995:0.066456693,154,
C219727,Audio Products/Micromotors,Buzzers,ZL-YDW1207-4005PA-5.0,BUZ-TH_BD12.5-P5.00-D0.9,2,ZLFY,Extended,7.5mm 12.5mm Externally Driven 80dB@5V,10cm Externally Driven 5V 4000Hz Plugin,P=5mm Buzzers ROHS,https://datasheet.lcsc.com/lcsc/1808301434_ZLFY-ZL-YDW1207-4005PA-5-0_C219727.pdf,5-45:0.124094488,50-145:0.103937008,150-495:0.089291339,500-2495:0.077165354,2500-4995:0.075118110,5000-9995:0.074173228,10000-19995:0.073385827,20000-:0.072913386,850,
