C128650,Buzzers & Speakers & Microphones,Buzzers,PKM13EPYH4002-B0,BUZ-TH_PKM13EPYH4002-B0,2,Murata Electronics,Extended,Piezo NO 4000Hz 78dB @ 1.5V, 10cm 1.5V ¦µ12.6mm Through Hole Buzzers RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_Murata-Electronics-PKM13EPYH4002-B0_C128650.pdf,1-9:0.359055118,10-29:0.306614173,30-99:0.268661417,100-499:0.237322835,500-999:0.231968504,1000-1999:0.229448819,2000-3999:0.227401575,4000-:0.226141732,170,
C430917,Buzzers & Speakers & Microphones,Buzzers,SFN-12055PA6.5,BUZ-TH,2,S&S,Extended,Piezo NO 4000Hz 80dB @ 5V, 10cm 5V ¦µ12.5mm Through Hole,P=6.5mm Buzzers RoHS,https://datasheet.lcsc.com/lcsc/1912111437_S-S-SFN-12055PA6-5_C430917.pdf,150-495:0.053700787,2500-4995:0.048661417,5-45:0.076377953,50-145:0.057322835,500-2495:0.050236220,5000-:0.047874016,0,
C91080,Buzzers & Speakers & Microphones,Buzzers,PS1420P02CT,BUZ-TH_BD14.0-P5.00-D0.7-FD,2,TDK,Extended,Piezo NO 2000Hz 70dB @ 5V, 10cm 5V ¦µ14mm Through Hole Buzzers RoHS,https://datasheet.lcsc.com/szlcsc/1912111437_TDK-PS1420P02CT_C91080.pdf,1-9:0.249921260,10-29:0.207874016,30-99:0.177322835,100-499:0.152125984,500-999:0.147874016,1000-:0.145669291,1660,
